Author,Title,Year,DOI,Link,Type,Venue,
Muhammad Nabeel AsimMuhammad Usman GhaniMuhammad Ali IbrahimWaqar MahmoodAndreas DengelSheraz Ahmed,Benchmarking performance of machine and deep learning-based methodologies for Urdu text document classification,2020,10.1007/s00521-020-05321-8,https://link.springer.com/article/10.1007/s00521-020-05321-8,Article,Neural Computing and Applications,
Amina N. MuhammadAli M. AseereHaruna ChiromaHabib ShahAbdulsalam Y. GitalIbrahim Abaker Targio Hashem,"Deep learning application in smart cities: recent development, taxonomy, challenges and research prospects",2020,10.1007/s00521-020-05151-8,https://link.springer.com/article/10.1007/s00521-020-05151-8,Article,Neural Computing and Applications,
Xuze LiuAbbas Fotouhi,Formula-E race strategy development using artificial neural networks and Monte Carlo tree search,2020,10.1007/s00521-020-04871-1,https://link.springer.com/article/10.1007/s00521-020-04871-1,Article,Neural Computing and Applications,
Murtadha AhmedQun ChenZhanhuai Li,Constructing domain-dependent sentiment dictionary for sentiment analysis,2020,10.1007/s00521-020-04824-8,https://link.springer.com/article/10.1007/s00521-020-04824-8,Article,Neural Computing and Applications,
Tonglin FuShenghui ZhangChen Wang,Application and research for electricity price forecasting system based on multi-objective optimization and sub-models selection strategy,2020,10.1007/s00500-020-04888-7,https://link.springer.com/article/10.1007/s00500-020-04888-7,Article,Soft Computing,
"Luthfi, Abdullah Amru Indera; Tan, Jian Ping; Isa, Nur Fatin Ajeera Mohd; Bukhari, Nurul Adela; Shah, Siti Syazwani Mohd; Mahmod, Safa Senan; Jahim, Jamaliah Md",Multiple crystallization as a potential strategy for efficient recovery of succinic acid following fermentation with immobilized cells,2020,10.1007/s00449-020-02311-x,,J,BIOPROCESS AND BIOSYSTEMS ENGINEERING,
Dheerendra Vikram SinghTikendra Nath Verma,Simulink Simulation for Predicting Thermodynamic Properties of Watera??Lithium Bromide Solution Using ANN,2020,10.1007/978-981-15-4032-5_84,https://link.springer.com/chapter/10.1007/978-981-15-4032-5_84,Conference paper,Soft Computing: Theories and Applications,
Mengyao DongZenggui GaoLilan Liu,Model Optimization Method Based on Rhino,2020,10.1007/978-981-15-2341-0_33,https://link.springer.com/chapter/10.1007/978-981-15-2341-0_33,Conference paper,Advanced Manufacturing and Automation IX,
Srimoyee BhattacharyyaSoumi RayMonalisa Dey,Context-Aware Conversational Agent for a Closed Domain Task,2020,10.1007/978-981-15-2188-1_24,https://link.springer.com/chapter/10.1007/978-981-15-2188-1_24,Conference paper,Proceedings of the Global AI Congress 2019,
Jalil S.; Yusoff Z.; Che Amat H.H.; Nursal R.S.,Investigation on Performance and Emissions of a Single Cylinder Marine Diesel Engine Fuelled with Diesel and Crude Palm Biodiesel Oil,2020,10.1007/978-981-15-0002-2_20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077881608&doi=10.1007%2f978-981-15-0002-2_20&partnerID=40&md5=a248cea2816158aab90d7d17c56d5ba1,Conference paper,Lecture Notes in Mechanical Engineering,
Yago DiezSarah KentschMaximo Larry Lopez CaceresKoma MoritakeHa Trang NguyenDaniel SerranoFerran Roure,A Preliminary Study on Tree-Top Detection and Deep Learning Classification Using Drone Image Mosaics of Japanese Mixed Forests,2020,10.1007/978-3-030-66125-0_5,https://link.springer.com/chapter/10.1007/978-3-030-66125-0_5,Conference paper,Pattern Recognition Applications and Methods,
Roman LukyanenkoArturo CastellanosVeda C. StoreyAlfred CastilloMonica Chiarini TremblayJeffrey Parsons,Superimposition: Augmenting Machine Learning Outputs with Conceptual Models for Explainable AI,2020,10.1007/978-3-030-65847-2_3,https://link.springer.com/chapter/10.1007/978-3-030-65847-2_3,Conference paper,Advances in Conceptual Modeling,
Andrea PferscherBernhard K. Aichernig,Learning Abstracted Non-deterministic Finite State Machines,2020,10.1007/978-3-030-64881-7_4,https://link.springer.com/chapter/10.1007/978-3-030-64881-7_4,Conference paper,Testing Software and Systems,
Lina MarssoRadu MateescuWendelin Serwe,Automated Transition Coverage in Behavioural Conformance Testing,2020,10.1007/978-3-030-64881-7_14,https://link.springer.com/chapter/10.1007/978-3-030-64881-7_14,Conference paper,Testing Software and Systems,
Unai ArronateguiJos?? ??ngel Ba?¡ÀaresJos?? Manuel Colom,A MDE Approach for Modelling and Distributed Simulation of Health Systems,2020,10.1007/978-3-030-63058-4_9,https://link.springer.com/chapter/10.1007/978-3-030-63058-4_9,Conference paper,"Economics of Grids, Clouds, Systems, and Services",
Fatma Ba??ak AydemirFabiano Dalpiaz,Supporting Collaborative Modeling via Natural Language Processing,2020,10.1007/978-3-030-62522-1_16,https://link.springer.com/chapter/10.1007/978-3-030-62522-1_16,Conference paper,Conceptual Modeling,
Rafael Bezerra de Menezes RodriguesWilson Est??cio Marc?-lio J?oniorDanilo Medeiros Eler,Entropy-Based Filter Selection in CNNs Applied to Text Classification,2020,10.1007/978-3-030-61377-8_34,https://link.springer.com/chapter/10.1007/978-3-030-61377-8_34,Conference paper,Intelligent Systems,
Hairong HuoMizuho Iwaihara,Utilizing BERT Pretrained Models with Various Fine-Tune Methods for Subjectivity Detection,2020,10.1007/978-3-030-60290-1_21,https://link.springer.com/chapter/10.1007/978-3-030-60290-1_21,Conference paper,Web and Big Data,
Wael KessentiniVahid Alizadeh,Transforming Interactive Multi-objective Metamodel/Model Co-evolution into Mono-objective Search via Designer's Preferences Extraction,2020,10.1007/978-3-030-59762-7_7,https://link.springer.com/chapter/10.1007/978-3-030-59762-7_7,Conference paper,Search-Based Software Engineering,
Nikolay VoitSergey KirillovSemen BochkovIrina Ionova,Analytical Model of Design Workflows Organization in the Automated Design of Complex Technical Products,2020,10.1007/978-3-030-59506-7_8,https://link.springer.com/chapter/10.1007/978-3-030-59506-7_8,Conference paper,Information and Software Technologies,
Piotr WyrwinskiJakub DutkiewiczCzeslaw Jedrzejek,Ensemble Malware Classification Using Neural Networks,2020,10.1007/978-3-030-59000-0_10,https://link.springer.com/chapter/10.1007/978-3-030-59000-0_10,Conference paper,"Multimedia Communications, Services and Security",
Tathagata ChakrabortiVatche IsahagianRania KhalafYasaman KhazaeniVinod MuthusamyYara RizkMerve Unuvar,From Robotic Process Automation to Intelligent Process Automation,2020,10.1007/978-3-030-58779-6_15,https://link.springer.com/chapter/10.1007/978-3-030-58779-6_15,Conference paper,Business Process Management: Blockchain and Robotic Process Automation Forum,
Jari PeeperkornSeppe vanden BrouckeJochen De Weerdt,Conformance Checking Using Activity and Trace Embeddings,2020,10.1007/978-3-030-58638-6_7,https://link.springer.com/chapter/10.1007/978-3-030-58638-6_7,Conference paper,Business Process Management Forum,
Sebastian EhmesLars FritscheKonrad Altenhofen,GrapeL: Combining Graph Pattern Matching and Complex Event Processing,2020,10.1007/978-3-030-58167-1_13,https://link.springer.com/chapter/10.1007/978-3-030-58167-1_13,Conference paper,Systems Modelling and Management,
Simon Van MierloBentley James OakesBert Van AckerRaheleh EslampanahJoachim DenilHans Vangheluwe,Exploring Validity Frames in Practice,2020,10.1007/978-3-030-58167-1_10,https://link.springer.com/chapter/10.1007/978-3-030-58167-1_10,Conference paper,Systems Modelling and Management,
Zhi CaoNan Zhang,Deep Specification Mining with Attention,2020,10.1007/978-3-030-58150-3_15,https://link.springer.com/chapter/10.1007/978-3-030-58150-3_15,Conference paper,Computing and Combinatorics,
Mehrnoosh AskarpourMarcello M. Bersani,Teaching Formal Methods: An Experience Report,2020,10.1007/978-3-030-57663-9_1,https://link.springer.com/chapter/10.1007/978-3-030-57663-9_1,Conference paper,Frontiers in Software Engineering Education,
Vassil TodorovSafouan TahaFr??d??ric Boulanger,Specification Quality Metrics Based on Mutation and Inductive Incremental Model Checking,2020,10.1007/978-3-030-55754-6_11,https://link.springer.com/chapter/10.1007/978-3-030-55754-6_11,Conference paper,NASA Formal Methods,
Kenza KraibiRahma Ben AyedJoris RehmSimon Collart-DutilleulPhilippe BonDorian Petit,Towards a Method for the Decomposition by Refinement in Event-B,2020,10.1007/978-3-030-54997-8_23,https://link.springer.com/chapter/10.1007/978-3-030-54997-8_23,Conference paper,Formal Methods. FM 2019 International Workshops,
Paolo ArcainiSilvia BonfantiAngelo GargantiniElvinia RiccobenePatrizia Scandurra,Addressing Usability in a Formal Development Environment,2020,10.1007/978-3-030-54994-7_6,https://link.springer.com/chapter/10.1007/978-3-030-54994-7_6,Conference paper,Formal Methods. FM 2019 International Workshops,
Hugo BazilleBlaise GenestCyrille JegourelJun Sun,Global PAC Bounds for Learning Discrete Time Markov Chains,2020,10.1007/978-3-030-53291-8_17,https://link.springer.com/chapter/10.1007/978-3-030-53291-8_17,Conference paper,Computer Aided Verification,
Imane EssebaaSalima ChantitMohammed Ramdani,Model-Based Testing from Model Driven Architecture: A Novel Approach for Automatic Test Cases Generation,2020,10.1007/978-3-030-53187-4_66,https://link.springer.com/chapter/10.1007/978-3-030-53187-4_66,Conference paper,Advances in Smart Technologies Applications and Case Studies,
Latifa El BoujdainiAhmed MezrhabMohammed Amine Moussaoui,Prediction of Direct Normal Irradiance Using Artificial Neural Networks Under Oujda Climate,2020,10.1007/978-3-030-53187-4_42,https://link.springer.com/chapter/10.1007/978-3-030-53187-4_42,Conference paper,Advances in Smart Technologies Applications and Case Studies,
Chtouki I.; Chakir H.E.; Wira P.; Zazi M.; Collicchio B.,Simulation and analysis of enhanced perturb and observe mppt algorithm based on an adaline neural network for standalone pv system,2020,10.1007/978-3-030-53187-4_27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089723108&doi=10.1007%2f978-3-030-53187-4_27&partnerID=40&md5=5789256945cfa7c8401b06440bb3017f,Conference paper,Lecture Notes in Electrical Engineering,
Bert de Brock,From Business Modeling to Software Design,2020,10.1007/978-3-030-52306-0_7,https://link.springer.com/chapter/10.1007/978-3-030-52306-0_7,Conference paper,Business Modeling and Software Design,
Bert de Brock,Declarative Semantics of Actions and Instructions,2020,10.1007/978-3-030-52306-0_20,https://link.springer.com/chapter/10.1007/978-3-030-52306-0_20,Conference paper,Business Modeling and Software Design,
Bernhard Thalheim,Models Are Functioning in Scenarios,2020,10.1007/978-3-030-51913-1_5,https://link.springer.com/chapter/10.1007/978-3-030-51913-1_5,Conference paper,Data Analytics and Management in Data Intensive Domains,
Mathias CoeckelbergsSeth Van Hooland,Concepts in Topics. Using Word Embeddings to Leverage the Outcomes of Topic Modeling for the Exploration of Digitized Archival Collections,2020,10.1007/978-3-030-50072-6_4,https://link.springer.com/chapter/10.1007/978-3-030-50072-6_4,Conference paper,Data and Information in Online Environments,
Pascal BibowManuela DaliborChristian HopmannBen MainzBernhard RumpeDavid SchmalzingMauritius SchmitzAndreas Wortmann,Model-Driven Development of a Digital Twin for Injection Molding,2020,10.1007/978-3-030-49435-3_6,https://link.springer.com/chapter/10.1007/978-3-030-49435-3_6,Conference paper,Advanced Information Systems Engineering,
Chen QianLijie WenAkhil KumarLeilei LinLi LinZan ZongShua??ang LiJianmin Wang,An Approach for Process Model Extraction by Multi-grained Text Classification,2020,10.1007/978-3-030-49435-3_17,https://link.springer.com/chapter/10.1007/978-3-030-49435-3_17,Conference paper,Advanced Information Systems Engineering,
Thomas GrayDominik BorkMarn?? De Vries,A New DEMO Modelling Tool that Facilitates Model Transformations,2020,10.1007/978-3-030-49418-6_25,https://link.springer.com/chapter/10.1007/978-3-030-49418-6_25,Conference paper,"Enterprise, Business-Process and Information Systems Modeling",
Florian RademacherSabine SachwehAlbert Z??ndorf,A Modeling Method for Systematic Architecture Reconstruction of Microservice-Based Software Systems,2020,10.1007/978-3-030-49418-6_21,https://link.springer.com/chapter/10.1007/978-3-030-49418-6_21,Conference paper,"Enterprise, Business-Process and Information Systems Modeling",
Anastasios AlexiadisAlexandros NizamisIoannis KoskinasDimosthenis IoannidisKonstantinos VotisDimitrios Tzovaras,Applying an Intelligent Personal Agent on a Smart Home Using a Novel Dialogue Generator,2020,10.1007/978-3-030-49186-4_32,https://link.springer.com/chapter/10.1007/978-3-030-49186-4_32,Conference paper,Artificial Intelligence Applications and Innovations,
Agustina BuccellaAlejandra CechichGabriel CancellieriSofia Caballero,Software Product Line Development Based on Reusability at Subdomain Level,2020,10.1007/978-3-030-48325-8_12,https://link.springer.com/chapter/10.1007/978-3-030-48325-8_12,Conference paper,Computer Science a??CACIC 2019,
Fatima Shokri-ManninenLeonidas TsiopoulosJ??ri VainMarina Wald??n,Integration of iUML-B and UPPAAL Timed Automata for Development of Real-Time Systems with Concurrent Processes,2020,10.1007/978-3-030-48077-6_13,https://link.springer.com/chapter/10.1007/978-3-030-48077-6_13,Conference paper,Rigorous State-Based Methods,
Rahul KarmakarBidyut Biman SarkarNabendu Chaki,Event Ordering Using Graphical Notation for Event-B Models,2020,10.1007/978-3-030-47679-3_32,https://link.springer.com/chapter/10.1007/978-3-030-47679-3_32,Conference paper,Computer Information Systems and Industrial Management,
Sonam DamaniKedhar Nath NarahariAnkush ChatterjeeManish GuptaPuneet Agrawal,Optimized Transformer Models for FAQ Answering,2020,10.1007/978-3-030-47426-3_19,https://link.springer.com/chapter/10.1007/978-3-030-47426-3_19,Conference paper,Advances in Knowledge Discovery and Data Mining,
Shuai ZhengAhmed FarahatChetan Gupta,Generative Adversarial Networks for Failure Prediction,2020,10.1007/978-3-030-46133-1_37,https://link.springer.com/chapter/10.1007/978-3-030-46133-1_37,Conference paper,Machine Learning and Knowledge Discovery in Databases,
Saddam Hocine HibaMeriem Belguidoum,AutoCADep: An Approach for Automatic Cloud Application Deployment,2020,10.1007/978-3-030-45989-5_7,https://link.springer.com/chapter/10.1007/978-3-030-45989-5_7,Conference paper,Service-Oriented Computing a??ICSOC 2019 Workshops,
Benedikt BeckerNicolas JeannerodClaude March??Yann R??gis-GianasMihaela SighireanuRalf Treinen,Analysing installation scenarios of Debian packages,2020,10.1007/978-3-030-45237-7_14,https://link.springer.com/chapter/10.1007/978-3-030-45237-7_14,Conference paper,Tools and Algorithms for the Construction and Analysis of Systems,
Erwan MaheChristophe GastonPascale Le Gall,Revisiting Semantics of Interactions for Trace Validity Analysis,2020,10.1007/978-3-030-45234-6_24,https://link.springer.com/chapter/10.1007/978-3-030-45234-6_24,Conference paper,Fundamental Approaches to Software Engineering,
Aren A. BabikianOszk??r Semer??thD??niel Varr?3,Automated Generation of Consistent Graph Models with First-Order Logic Theorem Provers,2020,10.1007/978-3-030-45234-6_22,https://link.springer.com/chapter/10.1007/978-3-030-45234-6_22,Conference paper,Fundamental Approaches to Software Engineering,
Nassar N.; Kosiol J.; Kehrer T.; Taentzer G.,"Generating large EMF models efficiently: A rule-based, configurable approach",2020,10.1007/978-3-030-45234-6_11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084264280&doi=10.1007%2f978-3-030-45234-6_11&partnerID=40&md5=a41dd8a12a582e04923d1e8548438178,Conference paper,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),
Challenger M.; Vanherpen K.; Denil J.; Vangheluwe H.,FTG+PM: Describing Engineering Processes in Multi-Paradigm Modelling,2020,10.1007/978-3-030-43946-0_9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096800430&doi=10.1007%2f978-3-030-43946-0_9&partnerID=40&md5=d113dc36e998e028481cfc1736523f05,Book chapter,Foundations of Multi-Paradigm Modelling for Cyber-Physical Systems,
Xiaobing WangKun YangYanmei WangLiang ZhaoXinfeng Shu,Towards Formal Verification of Neural Networks: A Temporal Logic Based Framework,2020,10.1007/978-3-030-41418-4_6,https://link.springer.com/chapter/10.1007/978-3-030-41418-4_6,Conference paper,Structured Object-Oriented Formal Language and Method,
Yassine ChouayMohammed Ouassaid,An Experimental Artificial Neural Network Based MPP Tracking for Solar Photovoltaic Systems,2020,10.1007/978-3-030-36778-7_59,https://link.springer.com/chapter/10.1007/978-3-030-36778-7_59,Conference paper,Innovation in Information Systems and Technologies to Support Learning Research,
Chtouki I.; Wira P.; Zazi M.; Chakir H.E.; Collicchio B.,Simulation and Analyze of Global MPPT Based on Hybrid Classical-ANN with PSO Learning Approach for PV System,2020,10.1007/978-3-030-36778-7_12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179867690&doi=10.1007%2f978-3-030-36778-7_12&partnerID=40&md5=4231ecb57dcfb762419cc7581e40bf44,Conference paper,Learning and Analytics in Intelligent Systems,
Bruder F.; Mikelsons L.,Towards Grey Box Modeling in Modelica,2020,10.1007/978-3-030-30036-4_17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073144530&doi=10.1007%2f978-3-030-30036-4_17&partnerID=40&md5=28f172ed00a89e85211b7091071283e6,Conference paper,Mechanisms and Machine Science,
Gaurav PantFelician CampeanAleksandrs KorsunovsDaniel NeaguOscar Garcia-Afonso,Co-modelling Strategy for Development of Airpath Metamodel on Multi-physics Simulation Platform,2020,10.1007/978-3-030-29933-0_42,https://link.springer.com/chapter/10.1007/978-3-030-29933-0_42,Conference paper,Advances in Computational Intelligence Systems,
Goldfeld Z.; Greenewald K.; Kato K.,Asymptotic guarantees for generative modeling based on the smooth wasserstein distance,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101235532&partnerID=40&md5=4b968150dfcdbd5e84d4d4815f8d0706,Conference paper,Advances in Neural Information Processing Systems,
